Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Sodium Carbonate,Solid,0,1,Sodium Carbonate,Sodium Carbonate,Sodium Carbonate,2.54,1,0.001,105.99,0,851,1600,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Carbonate,Solid,0,1,Potassium Carbonate,Potassium Carbonate,Potassium Carbonate,2.43,1,0.001,138.21,0,891,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Carbonate,Solid,0,1,Magnesium Carbonate,Magnesium Carbonate,Magnesium Carbonate,2.96,1,0.001,84.31,0,990,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Carbonate,Solid,0,1,Barium Carbonate,Barium Carbonate,Barium Carbonate,4.29,1,0.001,197.34,0,1740,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Carbonate,Solid,0,1,Strontium Carbonate,Strontium Carbonate,Strontium Carbonate,3.5,1,0.001,147.63,0,1494,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lithium Carbonate,Solid,0,1,Lithium Carbonate,Lithium Carbonate,Lithium Carbonate,2.11,1,0.001,73.89,0,723,1310,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Carbonate,Solid,0,1,Copper Carbonate,Copper Carbonate,Copper Carbonate,4.0,1,0.001,123.55,0,200,0,0.1,0x40E0D0,1,0x40E0D0,1,0x40E0D0,1,0x40E0D0,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Carbonate,Solid,0,1,Zinc Carbonate,Zinc Carbonate,Zinc Carbonate,4.4,1,0.001,125.39,0,140,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron Carbonate,Solid,0,1,Iron Carbonate,Iron Carbonate,Iron Carbonate,3.9,1,0.001,115.86,0,0,0,0.1,0x90EE90,1,0x90EE90,1,0x90EE90,1,0x90EE90,1,0.4,0.3,,,,,0,0,0,0,0
Lead Carbonate,Solid,0,1,Lead Carbonate,Lead Carbonate,Lead Carbonate,6.0,1,0.001,267.21,0,315,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Bicarbonate,Solid,0,1,Sodium Bicarbonate,Sodium Bicarbonate,Sodium Bicarbonate,2.2,1,0.001,84.01,0,50,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Bicarbonate,Solid,0,1,Potassium Bicarbonate,Potassium Bicarbonate,Potassium Bicarbonate,2.17,1,0.001,100.12,0,292,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Bicarbonate,Solid,0,1,Calcium Bicarbonate,Calcium Bicarbonate,Calcium Bicarbonate,2.2,1,0.001,162.11,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Bicarbonate,Solid,0,1,Ammonium Bicarbonate,Ammonium Bicarbonate,Ammonium Bicarbonate,1.58,1,0.001,79.06,0,107,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Phosphate,Solid,0,1,Sodium Phosphate,Sodium Phosphate,Sodium Phosphate,2.54,1,0.001,163.94,0,1340,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Phosphate,Solid,0,1,Calcium Phosphate,Calcium Phosphate,Calcium Phosphate,3.14,1,0.001,310.18,0,1670,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Sulfide,Solid,0,1,Sodium Sulfide,Sodium Sulfide,Sodium Sulfide,1.86,1,0.001,78.04,0,1180,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron Sulfide,Solid,0,1,Iron Sulfide,Iron Sulfide,Iron Sulfide,4.84,1,0.001,87.91,0,1194,0,0.1,0xB8860B,1,0xB8860B,1,0xB8860B,1,0xB8860B,1,0.4,0.3,,,,,0,0,0,0,0
Copper Sulfide,Solid,0,1,Copper Sulfide,Copper Sulfide,Copper Sulfide,4.76,1,0.001,95.61,0,488,0,0.1,0x2F4F4F,1,0x2F4F4F,1,0x2F4F4F,1,0x2F4F4F,1,0.4,0.3,,,,,0,0,0,0,0
Lead Sulfide,Solid,0,1,Lead Sulfide,Lead Sulfide,Lead Sulfide,7.6,1,0.001,239.27,0,1114,0,0.1,0x1C1C1C,1,0x1C1C1C,1,0x1C1C1C,1,0x1C1C1C,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Sulfide,Solid,0,1,Zinc Sulfide,Zinc Sulfide,Zinc Sulfide,4.09,1,0.001,97.47,0,1850,0,0.1,0xFFFFF0,1,0xFFFFF0,1,0xFFFFF0,1,0xFFFFF0,1,0.4,0.3,,,,,0,0,0,0,0
Mercury Sulfide,Solid,0,1,Mercury Sulfide,Mercury Sulfide,Mercury Sulfide,8.1,1,0.001,232.66,0,820,0,0.1,0xDC143C,1,0xDC143C,1,0xDC143C,1,0xDC143C,1,0.4,0.3,,,,,0,0,0,0,0
Silver Sulfide,Solid,0,1,Silver Sulfide,Silver Sulfide,Silver Sulfide,7.23,1,0.001,247.8,0,825,0,0.1,0x1C1C1C,1,0x1C1C1C,1,0x1C1C1C,1,0x1C1C1C,1,0.4,0.3,,,,,0,0,0,0,0
Antimony Sulfide,Solid,0,1,Antimony Sulfide,Antimony Sulfide,Antimony Sulfide,4.64,1,0.001,339.68,0,550,0,0.1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0.4,0.3,,,,,0,0,0,0,0
Arsenic Sulfide,Solid,0,1,Arsenic Sulfide,Arsenic Sulfide,Arsenic Sulfide,3.43,1,0.001,246.04,0,320,0,0.1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0.4,0.3,,,,,0,0,0,0,0
Iron Oxide,Solid,0,1,Iron Oxide,Iron Oxide,Iron Oxide,5.24,1,0.001,159.69,0,1566,0,0.1,0x8B0000,1,0x8B0000,1,0x8B0000,1,0x8B0000,1,0.4,0.3,,,,,0,0,0,0,0
Copper Oxide,Solid,0,1,Copper Oxide,Copper Oxide,Copper Oxide,6.31,1,0.001,79.55,0,1326,0,0.1,0x2F4F4F,1,0x2F4F4F,1,0x2F4F4F,1,0x2F4F4F,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Oxide,Solid,0,1,Zinc Oxide,Zinc Oxide,Zinc Oxide,5.61,1,0.001,81.39,0,1975,0,0.1,0xFFFFF0,1,0xFFFFF0,1,0xFFFFF0,1,0xFFFFF0,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Oxide,Solid,0,1,Magnesium Oxide,Magnesium Oxide,Magnesium Oxide,3.58,1,0.001,40.3,0,2852,3600,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Oxide,Solid,0,1,Calcium Oxide,Calcium Oxide,Calcium Oxide,3.34,1,0.001,56.08,0,2572,2850,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Aluminum Oxide,Solid,0,1,Aluminum Oxide,Aluminum Oxide,Aluminum Oxide,3.95,1,0.001,101.96,0,2072,2977,0.1,0xD3D3D3,1,0xD3D3D3,1,0xD3D3D3,1,0xD3D3D3,1,0.4,0.3,,,,,0,0,0,0,0
Silicon Dioxide,Solid,0,1,Silicon Dioxide,Silicon Dioxide,Silicon Dioxide,2.65,1,0.001,60.08,0,1710,2230,0.1,0xF5F5F5,1,0xF5F5F5,1,0xF5F5F5,1,0xF5F5F5,1,0.4,0.3,,,,,0,0,0,0,0
Lead Oxide,Solid,0,1,Lead Oxide,Lead Oxide,Lead Oxide,9.53,1,0.001,223.2,0,888,1477,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Lead Dioxide,Solid,0,1,Lead Dioxide,Lead Dioxide,Lead Dioxide,9.38,1,0.001,239.2,0,290,0,0.1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0.4,0.3,,,,,0,0,0,0,0
Tin Oxide,Solid,0,1,Tin Oxide,Tin Oxide,Tin Oxide,6.95,1,0.001,150.71,0,1127,1800,0.1,0xD3D3D3,1,0xD3D3D3,1,0xD3D3D3,1,0xD3D3D3,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Oxide,Solid,0,1,Nickel Oxide,Nickel Oxide,Nickel Oxide,6.72,1,0.001,74.69,0,1955,2600,0.1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Oxide,Solid,0,1,Cobalt Oxide,Cobalt Oxide,Cobalt Oxide,6.11,1,0.001,74.93,0,1935,0,0.1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0.4,0.3,,,,,0,0,0,0,0
Manganese Dioxide,Solid,0,1,Manganese Dioxide,Manganese Dioxide,Manganese Dioxide,5.03,1,0.001,86.94,0,535,0,0.1,0x4A4A4A,1,0x4A4A4A,1,0x4A4A4A,1,0x4A4A4A,1,0.4,0.3,,,,,0,0,0,0,0
Chromium Oxide,Solid,0,1,Chromium Oxide,Chromium Oxide,Chromium Oxide,5.22,1,0.001,151.99,0,2439,3000,0.1,0x006400,1,0x006400,1,0x006400,1,0x006400,1,0.4,0.3,,,,,0,0,0,0,0
Titanium Dioxide,Solid,0,1,Titanium Dioxide,Titanium Dioxide,Titanium Dioxide,4.23,1,0.001,79.87,0,1843,2972,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Cyanide,Solid,0,1,Copper Cyanide,Copper Cyanide,Copper Cyanide,2.9,1,0.001,89.56,0,473,0,0.1,0xE6E6FA,1,0xE6E6FA,1,0xE6E6FA,1,0xE6E6FA,1,0.4,0.3,,,,,0,0,0,0,0
Silver Cyanide,Solid,0,1,Silver Cyanide,Silver Cyanide,Silver Cyanide,3.95,1,0.001,133.89,0,350,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Thiosulfate,Solid,0,1,Sodium Thiosulfate,Sodium Thiosulfate,Sodium Thiosulfate,1.67,1,0.001,158.11,0,48.5,100,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Oxygen,Gas,0,1,Oxygen,Oxygen,Oxygen,0.001,1,0.001,32,0,-218.8,-182.9,0.1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0.4,0.3,,,,,0,0,0,0,0
Nitrogen,Gas,0,1,Nitrogen,Nitrogen,Nitrogen,0.001,1,0.001,28.02,0,-210,-195.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Hydrogen,Gas,0,1,Hydrogen,Hydrogen,Hydrogen,0.001,1,0.001,2.02,0,-259.14,-252.87,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chlorine,Gas,0,1,Chlorine,Chlorine,Chlorine,0.003,1,0.001,70.9,0,-101.5,-34.6,0.1,0xADFF2F,1,0xADFF2F,1,0xADFF2F,1,0xADFF2F,1,0.4,0.3,,,,,0,0,0,0,0
Fluorine,Gas,0,1,Fluorine,Fluorine,Fluorine,0.002,1,0.001,38,0,-219.6,-188.1,0.1,0xFFFACD,1,0xFFFACD,1,0xFFFACD,1,0xFFFACD,1,0.4,0.3,,,,,0,0,0,0,0
Carbon Dioxide,Gas,0,1,Carbon Dioxide,Carbon Dioxide,Carbon Dioxide,0.001,1,0.001,44.01,0,-78.5,-56.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Carbon Monoxide,Gas,0,1,Carbon Monoxide,Carbon Monoxide,Carbon Monoxide,0.001,1,0.001,28.01,0,-205,-191.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Sulfur Dioxide,Gas,0,1,Sulfur Dioxide,Sulfur Dioxide,Sulfur Dioxide,0.003,1,0.001,64.07,0,-72.7,-10,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Ozone,Gas,0,1,Ozone,Ozone,Ozone,0.002,1,0.001,48,0,-192.5,-111.4,0.1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0xADD8E6,1,0.4,0.3,,,,,0,0,0,0,0
Nitrogen Dioxide,Gas,0,1,Nitrogen Dioxide,Nitrogen Dioxide,Nitrogen Dioxide,0.002,1,0.001,46.01,0,-11.2,21,0.1,0xFF6347,1,0xFF6347,1,0xFF6347,1,0xFF6347,1,0.4,0.3,,,,,0,0,0,0,0
Nitrogen Monoxide,Gas,0,1,Nitrogen Monoxide,Nitrogen Monoxide,Nitrogen Monoxide,0.001,1,0.001,30.01,0,-163.6,-151.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Sulfur,Solid,0,1,Sulfur,Sulfur,Sulfur,2.07,1,0.001,32.06,0,115.2,444.7,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Phosphorus,Solid,0,1,Phosphorus,Phosphorus,Phosphorus,1.82,1,0.001,30.97,0,44.2,280,0.1,0xFF6600,1,0xFF6600,1,0xFF6600,1,0xFF6600,1,0.4,0.3,,,,,0,0,0,0,0
Iodine,Solid,0,1,Iodine,Iodine,Iodine,4.93,1,0.001,253.81,0,113.7,184.3,0.1,0x4B0082,1,0x4B0082,1,0x4B0082,1,0x4B0082,1,0.4,0.3,,,,,0,0,0,0,0
Bromine,Liquid,0,1,Bromine,Bromine,Bromine,3.12,1,0.001,159.81,0,-7.2,58.8,0.1,0x8B0000,1,0x8B0000,1,0x8B0000,1,0x8B0000,1,0.4,0.3,,,,,0,0,0,0,0
Silicon,Solid,0,1,Silicon,Silicon,Silicon,2.33,1,0.001,28.09,0,1414,3265,0.1,0x808080,1,0x808080,1,0x808080,1,0x808080,1,0.4,0.3,,,,,0,0,0,0,0
Boron,Solid,0,1,Boron,Boron,Boron,2.34,1,0.001,10.81,0,2076,3927,0.1,0x808080,1,0x808080,1,0x808080,1,0x808080,1,0.4,0.3,,,,,0,0,0,0,0
Acetamide,Solid,0,1,Acetamide,Acetamide,Acetamide,1.16,1,0.001,59.07,0,82.3,221.2,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Urea,Solid,0,1,Urea,Urea,Urea,1.32,1,0.001,60.06,0,133.3,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Caffeine,Solid,0,1,Caffeine,Caffeine,Caffeine,1.23,1,0.001,194.19,0,235.6,178,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Acrolein,Liquid,0,1,Acrolein,Acrolein,Acrolein,0.84,1,0.001,56.06,0,-87,52.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Furfural,Liquid,0,1,Furfural,Furfural,Furfural,1.16,1,0.001,96.08,0,-38.7,161.7,0.1,0xDAA520,1,0xDAA520,1,0xDAA520,1,0xDAA520,1,0.4,0.3,,,,,0,0,0,0,0
Cyclohexanol,Liquid,0,1,Cyclohexanol,Cyclohexanol,Cyclohexanol,0.96,1,0.001,100.16,0,25.9,161.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Glycine,Solid,0,1,Glycine,Glycine,Glycine,1.6,1,0.001,75.07,0,233,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Alanine,Solid,0,1,Alanine,Alanine,Alanine,1.42,1,0.001,89.09,0,314,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Valine,Solid,0,1,Valine,Valine,Valine,1.23,1,0.001,117.15,0,315,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Leucine,Solid,0,1,Leucine,Leucine,Leucine,1.17,1,0.001,131.17,0,293,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Isoleucine,Solid,0,1,Isoleucine,Isoleucine,Isoleucine,1.19,1,0.001,131.17,0,284,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Serine,Solid,0,1,Serine,Serine,Serine,1.6,1,0.001,105.09,0,228,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Threonine,Solid,0,1,Threonine,Threonine,Threonine,1.6,1,0.001,119.12,0,255,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Aspartic Acid,Solid,0,1,Aspartic Acid,Aspartic Acid,Aspartic Acid,1.66,1,0.001,133.1,0,270,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Glutamic Acid,Solid,0,1,Glutamic Acid,Glutamic Acid,Glutamic Acid,1.54,1,0.001,147.13,0,199,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lysine,Solid,0,1,Lysine,Lysine,Lysine,1.12,1,0.001,146.19,0,224,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Arginine,Solid,0,1,Arginine,Arginine,Arginine,1.12,1,0.001,174.2,0,244,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Phenylalanine,Solid,0,1,Phenylalanine,Phenylalanine,Phenylalanine,1.29,1,0.001,165.19,0,270,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Tyrosine,Solid,0,1,Tyrosine,Tyrosine,Tyrosine,1.46,1,0.001,181.19,0,290,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Tryptophan,Solid,0,1,Tryptophan,Tryptophan,Tryptophan,1.34,1,0.001,204.23,0,282,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cysteine,Solid,0,1,Cysteine,Cysteine,Cysteine,1.54,1,0.001,121.16,0,220,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Methionine,Solid,0,1,Methionine,Methionine,Methionine,1.34,1,0.001,149.21,0,281,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Histidine,Solid,0,1,Histidine,Histidine,Histidine,1.42,1,0.001,155.16,0,287,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Proline,Solid,0,1,Proline,Proline,Proline,1.35,1,0.001,115.13,0,201,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Acetone Cyanohydrin,Liquid,0,1,Acetone Cyanohydrin,Acetone Cyanohydrin,Acetone Cyanohydrin,0.93,1,0.001,85.09,0,-20,82,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Acetyl Chloride,Liquid,0,1,Acetyl Chloride,Acetyl Chloride,Acetyl Chloride,1.1,1,0.001,78.5,0,-112,50.9,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Acetylene Tetrabromide,Organic,Liquid,1,Acetylene Tetrabromide,Acetylene Tetrabromide,Acetylene Tetrabromide,2.96,1,0.001,345.65,0,0,243.5,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Adamantane,Organic,Solid,1,Adamantane,Adamantane,Adamantane,1.07,1,0.001,136.23,0,209.6,269,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Allyl Alcohol,Liquid,0,1,Allyl Alcohol,Allyl Alcohol,Allyl Alcohol,0.854,1,0.001,58.08,0,-129,97,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Allyl Chloride,Liquid,0,1,Allyl Chloride,Allyl Chloride,Allyl Chloride,0.94,1,0.001,76.52,0,-134.5,45,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Aminopyridine,Organic,Solid,1,Aminopyridine,Aminopyridine,Aminopyridine,1.4,1,0.001,94.11,0,60,104,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Acetate,Solid,0,1,Ammonium Acetate,Ammonium Acetate,Ammonium Acetate,1.07,1,0.001,77.08,0,112,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Benzoate,Solid,0,1,Ammonium Benzoate,Ammonium Benzoate,Ammonium Benzoate,1.26,1,0.001,139.15,0,198,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Carbonate,Solid,0,1,Ammonium Carbonate,Ammonium Carbonate,Ammonium Carbonate,1.5,1,0.001,96.09,0,58,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Chloride,Solid,0,1,Ammonium Chloride,Ammonium Chloride,Ammonium Chloride,1.53,1,0.001,53.49,0,520,520,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Chromate,Solid,0,1,Ammonium Chromate,Ammonium Chromate,Ammonium Chromate,1.9,1,0.001,152.07,0,185,0,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Dichromate,Solid,0,1,Ammonium Dichromate,Ammonium Dichromate,Ammonium Dichromate,2.15,1,0.001,252.06,0,180,0,0.1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Fluoride,Solid,0,1,Ammonium Fluoride,Ammonium Fluoride,Ammonium Fluoride,1.01,1,0.001,37.04,0,98,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Perchlorate,Solid,0,1,Ammonium Perchlorate,Ammonium Perchlorate,Ammonium Perchlorate,1.95,1,0.001,117.49,0,240,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Persulfate,Solid,0,1,Ammonium Persulfate,Ammonium Persulfate,Ammonium Persulfate,1.98,1,0.001,228.2,0,120,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Sulfamate,Solid,0,1,Ammonium Sulfamate,Ammonium Sulfamate,Ammonium Sulfamate,1.77,1,0.001,114.12,0,130,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Sulfate,Solid,0,1,Ammonium Sulfate,Ammonium Sulfate,Ammonium Sulfate,1.77,1,0.001,132.14,0,280,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Thiocyanate,Solid,0,1,Ammonium Thiocyanate,Ammonium Thiocyanate,Ammonium Thiocyanate,1.31,1,0.001,76.12,0,149,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Amyl Acetate,Liquid,0,1,Amyl Acetate,Amyl Acetate,Amyl Acetate,0.87,1,0.001,130.18,0,-70.8,142,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
